Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
North America,United States,High income,Nielsen,For-profit,Business -  research and consulting,Nielsen Holdings is a global information and measurement company with positions in marketing and consumer information -  television and other media.,http://www.nielsen.com,New York,New York,1964,1000+,Demographic and social,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Nielsen IBOPE,For-profit,Business -  research and consulting,Nielsen IBOPE is a performance management company in Mexico. It conducts consumer research and measures audiences to calculate the return on investment in media advertising and develop innovative technologies.,http://nielsenibope.com.mx,Mexico City,DF,1991,,Housing -  Geospatial -  Transportation -  Demographic and social -  Education,FALSE,,FALSE,,TRUE,The Establishment Survey - conducted annually to generate information on the local TV environment - is enhanced using open data from the National Institute of Statistics and Geography and the National Council of Population.,FALSE,,FALSE,
North America,Canada,High income,Niew Labs,Developer group,IT and geospatial,The Career Path application is aimed at helping Canadian youth discover -  research and choose future career paths.,http://niewlabs.github.io/careerPath/#/home,Toronto,ON,2015,1 to 10,Economic -  Demographic and social,FALSE,,FALSE,Based on the open datas from Employment and Social Development Canada -  Niew Labs aims to help Canadian youths to choose future career paths by searching by various professions and view visualizations of projected employment statistics and job prospects for the chosen field. ,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Nigeria,Lower middle income,Nigeria Open Data Access,Developer group,Governance,The Nigeria Open Data Access (NODA) provides a portal that provides its users with full access and rights to open data including government -  social -  demographics -  geospatial -  environmental -  infrastructural -  agricultural -  transportation and economic data.,http://opendata.com.ng/,Akure,Ondo,2015, ,Agriculture -  Demographic and social -  Geospatial,FALSE,,TRUE, Publishes federal data aimed at improving civic engagements -  research and development -  development of innovative solutions focused on local issues -  development of a sustainable and smart environment.,FALSE,,FALSE,,FALSE,
North America,United States,High income,Niinja,For-profit,IT and geospatial,Niinja is a search engine for Federal Logistics Information System (FLIS) datasets -  including information on products purchased by the U.S. Defense Department.,https://niinja.co,Chicago,Illinois,2012,1 to 10,Other,FALSE,,TRUE,uses open data to build up a FLIS search tool- search individual or multiple NSNs -  NIINs -  FSC codes -  supplier CAGE codes -  keywords and more.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Nimble,For-profit,Finance and insurance,The company's line of business includes providing loans to individuals as well as financing retail sales.,https://nimble.com.au/,Southport,Queensland,2006,,Finance,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Noesis,For-profit,Energy and climate,Noesis is a web-based platform for energy efficiency projects used by commercial and industrial energy professionals.,https://www.noesisenergy.com/site/,Austin,Texas,1986,11 to 50,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,Noorcus Innovation,For-profit,Business -  research and consulting,Noorcus provides consulting services on the transfer of inventions -  knowledge and technology. As a private equity firm it aims to generate wealth for its shareholders and stakeholders through the coordination of start-up technology.,http://www.noorcus.mx,Mexico City,DF,2015,1 to 10,Science and research -  Business -  Legal -  Economic -  Finance,FALSE,,FALSE,,TRUE,uses open data to analyze the marketing potential of new technology - uses patent data to review the status of early-stage technology and statistics data to gain insights on economic values.,FALSE,,FALSE,
North America,United States,High income,North American Van Lines,For-profit,Transportation and logistics,North American Van Lines is a licensed -  bonded and insured mover with physical locations throughout North America.,http://northamericanvanlines.com,Fort Wayne,Indiana,1933,201 to 1000,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Northstar,For-profit,Governance,NorthStar aims to help parents get peace of mind about their children on school buses and manage their time better and help school authorities run safer -  more efficient and cheaper transport services for their children. It is available in most of the top schools in cities across India.,http://www.northstar.ws/,Bengaluru,Karnataka,2011,,Education -  Transportation,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,NuCivic,For-profit,Governance, NuCivic is a civic-focused software-as-a-service company that provides open source solutions to public sector institutions.,http://nucivic.com/,New York,New York,2011,11 to 50,Health/healthcare -  Demographic and social -  Geospatial -  Government operations -  Education,FALSE,,TRUE,uses open data in NuCivic Data -  DKAN products,TRUE,,FALSE,,FALSE,
North America,United States,High income,Numedii,For-profit,Business -  research and consulting,NuMedii creates new drugs for specific patient subgroups by translating life sciences Big Data into therapies with a higher probability of therapeutic success.,http://numedii.com,Palo Alto,California,2008,1 to 10,Health/healthcare,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Latin America & Caribbean,Brazil,Upper middle income,O Globo,For-profit,Media and communications,O Globo is a daily newspaper published in Rio de Janeiro -  Brasil.,http://oglobo.globo.com/,Rio de Janeiro,State of SÃ£o Paulo,1925,1000+,Government operations,FALSE,,TRUE,uses open data in various investigations - e.g. Preto no Branco,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,OAO Roseltorg,For-profit,Business -  research and consulting,Roseltorg is an operator of electronic trading for government customers and commercial enterprises.,https://www.roseltorg.ru,Moscow,Moscow,2009,,Government operations,FALSE,,TRUE,Uses information about government contracts for business to apply to government auctions.,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Colombia,Upper middle income,OCASA,Nonprofit,Governance,OCASA works to strengthen young people's democratic understanding -  and is committed to the use of effective tools for citizen participation and accountability.,http://www.ocasa.org.co/,Bogota,Bogota,2003,1 to 10,Government operations,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,OCSI,For-profit,Governance,OCSI is a research consultancy that specializes in using data analysis and related skills to help the public sector and other organizations better deliver more efficient services to the public.,http://www.ocsi.co.uk,Brighton,England,2003,11 to 50,Environment -  Demographic and social -  Business -  Public safety -  Education -  Health/healthcare -  Economic -  Arts and culture,FALSE,,TRUE,uses open data to provide consultancy service including: 1)Strategic needs assessment and benchmarking; 2)Programme evaluation and development; 3)Funding frameworks to target resources; 4)Future scenario planning and modelling; 5)Supporting local capacity,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Peru,Upper middle income,ODPE (Open Data Peru),Nonprofit,Media and communications,ODPE teaches technical skills -  and has organized many events including data training -  data journalism for empowering citizens. We are the support of some organizations and create social applications. ,http://odpe.org,Lima,Lima,2000,1 to 10,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,
Latin America & Caribbean,Mexico,Upper middle income,OPI: Open Intelligence,For-profit,IT and geospatial,OPI is a social enterprise that designs mobile technological tools and platforms that connect leaders to citizens and create personal connections through real-time processing of data -  production of simple visualizations -  and analysis.,http://www.opi.la/,Mexico City,Federal District,2010,11 to 50,Housing -  Health/healthcare -  Demographic and social -  Geospatial -  Economic -  Government operations -  Public safety -  Education,FALSE,,FALSE,,TRUE,platform is designed to integrate open data so users can better manage and evaluate their programs.,FALSE,,FALSE,
North America,United States,High income,OPTUM Labs,Nonprofit,Healthcare,Optum Labs accelerates breakthrough health care research -  innovations and their clinical adoption by connecting diverse partners' perspectives and expertise -  powerful data -  and potent technology in the industryâ€™s first open collaborative.,https://www.optum.com/optumlabs.html,Eden Prairie,MN,2015,1000+,Health/healthcare,FALSE,,FALSE,Uses open datas to to work with thought-leading partners to enable innovation and ground-breaking research designed to improve patient care and patient value. ,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Germany,High income,OSMBuildings,Nonprofit,IT and geospatial,OSM Buildings is a JavaScript library for visualizing OpenStreetMap building geometry on 2D and 3D maps.,http://www.osmbuildings.org,Berlin,Berlin,2015,1 to 10,Geospatial,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,OTC Markets,For-profit,Finance and insurance,OTC Markets Group's financial marketplaces provide investors with information to analyze -  value and trade 10 - 000 US/global securities through the broker of their choice.,http://www.otcmarkets.com,New York,New York,1997,51 to 200,Business,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,Slovak Republic,High income,OZ Utopia,Nonprofit,Governance,OZ Utopia is a Slovak NGO that aims to form a democratic movement to counter atomization and commoditization of people in society. ,http://utopia.sk/,Bratislava,Bratislava Region,2010,1 to 10,Government operations -  Public safety -  Finance,TRUE,http://opendata.sk/,TRUE,One of the project and communities within the movement are participative budgeting projects in various cities and OpenData.sk initiative (http://mapazlocinu.sk/ -  http://odn.opendata.sk/),FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Ecuador,Upper middle income,Observatorio Legislativo,Nonprofit,Governance,The Legislative Observatory is a citizen initiative that brings together university students and civil society -  in order to monitor the activity and operation of the National Assembly Ecuador.,http://www.observatoriolegislativo.ec/, , ,2015,1 to 10,Government operations,TRUE,created platform with Congressional data,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Peru,Upper middle income,Observatorios de Seguridad Ciudadana,Nonprofit,Governance,A collaborative platform built by Urban Program -  created for reflection and analysis of urban dynamics -  whose goal is to contribute to the formation of viable proposals for inclusive development policies for cities and their inhabitants.,http://www.observatoriourbano.org.pe/modulo_vigilancia_ciudadana/04_normas_nacionales.html,Villa El Salvador,Lima,2015,,Legal,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,New Zealand,High income,OceanFun Publishing,For-profit,Energy and climate,Oceanfun Publishing specializes in the production and supply of high quality graphics -  conveying sun -  moon -  and tide information.,http://ofu.co.nz/,Kaikoura,Canterbury,2015,,Environment,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Ocimum Biosolutions,For-profit,Business -  research and consulting,Ocimum Biosolutions is a global integrated genomic services company providing comprehensive bio informatic services -  reference databases -  genomic services and LIMS solutions.,http://www.ocimumbio.com/,Hyderabad,Telangana,2000,201 to 1000,Health/healthcare,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Sub-Saharan Africa,Ghana,Lower middle income,Odekro,Developer group,Governance,Odekro promotes transparency -  accountability and democratic governance through citizen action and engagement with relevant government agencies.,http://www.odekro.org/,Accra,Greater Accra Region,2015,1 to 10,Government operations,TRUE,Uses data on Parliament/Legislature of Ghana to promote transparency and popular participation by providing public online access to Bills -  Motions -  and Parliamentary debates (Hansards) -  as well as a website with data on parliamentary attendance by MPs. ,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Brazil,Upper middle income,Oeco,Nonprofit,Media and communications,Oeco is a website dedicated to environmental journalism nonprofit. It gives voice to animals and plants -  to the people who protect and good debates about conservation.,http://www.oeco.org.br/amazonia,Rio de Janeiro,State of SÃ£o Paulo,2004,,Environment -  Economic,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Italy,High income,Oimmei,For-profit,Media and communications,Oimmei is a passionate digital studio with the goal to help you to grow and create beautiful products.,http://www.oimmei.com/,Livorno,Tuscany,2013,1 to 10,Arts and culture,FALSE,,TRUE,EuropeanaBeacon app uses Europeana open data,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Peru,Upper middle income,Ojo Publico,Nonprofit,Media and communications,Ojo Publico is a laboratory of innovation for investigative journalism in South America (#DataJournalism),http://ojo-publico.com/,Lima,Lima,2014,1 to 10,Other,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,
Latin America & Caribbean,Guatemala,Lower middle income,Ojoconmipisto,Nonprofit,Media and communications,"Developed by Laboratorio de Medios -  Ojoconmipisto.com monitors the spending of municipal funds in Guatemala",http://www.labmedios.com/,Guatemala City,Guatemala Department,2008,1 to 10,Government operations,TRUE,Train journalists to use open data through Guatecompras,TRUE,Provides access to data via guatecompras.gt and ojoconmipiso.com,FALSE,,FALSE,,FALSE,
North America,United States,High income,Oliver Wyman,For-profit,Business -  research and consulting,Oliver Wyman is a global management consulting firm combining industry knowledge with expertise in strategy -  operations -  risk management -  and organization transformation.,http://www.oliverwyman.com,New York,New York,1984,1000+,Health/healthcare -  Transportation,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Omnilink,For-profit,IT and geospatial,Omnilink is a successful property and location data management company providing enterprise data management and integration services to clients through the development of specific expertise and skills in the acquisition -  collation and management of data for government -  education -  aged-care and business. ,http://www.omnilink.com.au/,Sydney,New South Wales,1987,11 to 50,Geospatial -  Environment -  Other -  Demographic and social -  Government operations,FALSE,,FALSE,Uses open datas to provide enterprise data management and integration services to clients. ,TRUE,The company has developed specific expertise and skills in the acquisition -  collation and management of data for Government -  Education -  Aged-Care and Business.,FALSE,,FALSE,
North America,United States,High income,OnDeck,For-profit,Finance and insurance,OnDeck is a technology-powered Main Street lender that uses big data to deliver financing to small businesses.,http://www.ondeck.com,New York,NY,2007,201 to 1000,Economic -  Demographic and social,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,OnStar,For-profit,IT and geospatial,OnStar uses CDMA mobile voice and data communication -  and location information -  to enable drivers and passengers to receive emergency services -  vehicle diagnostics and directions.,https://www.onstar.com/web/portal/home?g=1,Warren,MI,1995,1000+,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,One Bright Space,For-profit,IT and geospatial,One Bright Space is a web technology company specializing in the presentation of geographic and spacial information.,http://www.onebrightspace.com/,Aberystwyth,Wales,2004,1 to 10,Geospatial,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,
North America,United States,High income,Ontodia,For-profit,IT and geospatial,Ontodia converts raw data to actionable -  hyperlocalized knowledge -  enabling data-driven decisions and conversations from big data to small -  actionable knowledge.,http://www.ontodia.com,New York,New York,2011,1 to 10,Other,FALSE,,TRUE,uses open data to provide governments and sectors that utilize open data with services include Analytics-as-a-Service -  Data Publishing -  and Data Services.,FALSE,,FALSE,,FALSE,
North America,United States,High income,Onvia,For-profit,Governance,Onvia is a provider of Business-to-Government solutions -  covering a broad set of industries and products and tracking agencies at every level of government. ,http://www.onvia.com/,Seattle,Washington,1996,51 to 200,Government operations -  Business -  Transportation,FALSE,,TRUE,Onvia uses open procurement data -  tracking the spending of tens of thousands of federal -  state and local government agencies -  to help its clients conduct business with government.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Addresses,For-profit,IT and geospatial,Open Addresses is a company aiming to provide address data as open data to provide an open alternative to the closed Postcode Address File (PAF).,http://alpha.openaddressesuk.org/,Cheltenham,England,2014,1 to 10,Business,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Open Austin,Developer group,Governance,Promoting open government -  open data -  and civic application development in Austin -  TX,https://www.open-austin.org/,Austin,TX,2009,1 to 10,Health/healthcare -  Government operations -  Transportation -  Public safety,TRUE,use of open data in various projects - e.g. 311 vs 10-ONE - Austin Restaurant Scores,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Brazil,Upper middle income,Open Brazil,Developer group,Governance,Open Brasil is a Code for America Brigade that contributes toward improving the way local governments and community organizations use the web in Brazil.,http://openbrazil.org/, , ,2015,,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Ukraine,Lower middle income,Open Budget,Nonprofit,Governance,A visualisation tool that helps local municipalities publish and present their budgets in a user-friendly -  interactive format. ,http://www.openbudget.in.ua/?locale=en,Kiev,Kyiv city,2009,11 to 50,Government operations,FALSE,,TRUE,A tool that allows local municipalities to publishe their budget data -  and allows users to access information on public spending and procurement.,FALSE,,FALSE,,FALSE,
North America,United States,High income,Open City,Nonprofit,Governance,Crime in Chicago is a data visualization by Open City that lets you explore crime trends in Chicago's 50 wards.,http://www.crimeinchicago.org/,Chicago,IL,2015,11 to 50,Public safety,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,Open City Foundation,Nonprofit,Business -  research and consulting,Open City Foundation promotes Open Data in Russia and ex-USSR - organizes events (hackathons -  barcamps -  etc) -  conduct research (open budget -  open transport -  smart cities -  etc) and run projects (citizenbudget.ru -  liveablecity.ru -  etc).,https://twitter.com/opencityru/,Saint Petersburg,,2009,1 to 10,,FALSE,,TRUE,Create new services based on open budget data (citizenbudget.ru - map of municipal budgets and local communities) and housing data (LiveableCity - index of comfortable life in St Petersburg),FALSE,,TRUE,Research about open data: use cases and best practices - current state - trends - influence on economics - etc.,TRUE,We use and analyze any types of open data but now we are more focused on data for making cities better with technologies (different types of urban data - transportation data - geomapping - etc). Also we develop unified format for publishing budgets. Also we use data that are not real open data but published openly (public information). We collect it - parse and visualize manually or trying to automate it if possible.
Europe & Central Asia,Czech Republic,High income,Open Data CZ,Developer group,Governance,Open Data CZ is an initiative for transparent data infrastructure.,http://www.opendata.cz/en/node/23,Prague,,2011,1 to 10,Business -  Government operations -  Health/healthcare -  Education,FALSE,,TRUE,apps showing results of inspections by Czech authorities - maps of public contracts and public budget spending,TRUE,app showing data about schools linked from different official registers,FALSE,,FALSE,
Europe & Central Asia,Switzerland,High income,Open Data Ch,Developer group,Governance,Open Data Ch is the Swiss branch of the Open Knowledge Foundation.,http://opendata.ch/,Zurich,Zurich,2015,1 to 10,Other,FALSE,,FALSE,Uses open data of knowledge in areas of technology -  training -  policy -  and research to offer professional and technical services to clients all over the world.,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,South Africa,Upper middle income,Open Data Durban,Nonprofit,IT and geospatial,Open Data Durban is a newly established organisation promoting and implementing open data -  open society and civic technology in and for the city of Durban -  South Africa. It aims to build powerful and insightful tools to understand the city and bring about change.,http://www.facebook.com/opendatadurban,Durban,KwaZulu-Natal,2015,1 to 10,Government operations -  Energy -  Economic -  Demographic and social -  Housing -  Business -  Education -  Geospatial -  Environment -  Transportation -  Health/healthcare,TRUE,We seek to improve sub-metro data and introduce data science and evidence based planning approaches to organisations operating in the city,TRUE,uses open data to advocate open government and civic activities. The civic technology lab organizes monthly events such as Hackthon4Water for the public -  as well as provides a blogging platform to share open data affairs and knowledge.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Hong Kong,High income,Open Data Hong Kong,Developer group,Governance,Open Data Hong Kong is an open -  participative -  volunteer-run group of Hong Kong citizens who support Open Data,http://opendatahk.com/,Hong Kong,,2013,11 to 50,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Tajikistan,Lower middle income,Open Data Initiative Tajikistan,Developer group,IT and geospatial,The purpose of OpenData.TJ is to gather into a single database all available public information for public access,http://opendata.tj/,Dushanbe,Districts of Republican Subordination,2015,1 to 10,,TRUE,,TRUE,Provide access to open data in Tajikistan on one platform,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Data Institute,Nonprofit,IT and geospatial,The Open Data Institute is catalysing the evolution of open data culture to create economic -  environmental -  and social value. It helps unlock supply -  generates demand -  creates and disseminates knowledge to address local and global issues.,http://theodi.org/,London,,2012,51 to 200,,TRUE,ODI aims to connect -  equip and inspire people around the world to innovate with data through training -  nurturing and collaboration.,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Open Data Institute Queensland (ODIQ),For-profit,IT and geospatial,ODIQ exists to catalyse open data for the benefit of everyone -  as an effective independent broker for business -  government -  research and entrepreneurs to collaborate and solve problems using open data.,http://odiqueensland.org.au,Brisbane,Queensland,2014,1 to 10,International development -  Consumer -  Energy -  Housing -  Economic -  Demographic and social -  Finance -  Education -  Legal -  Government operations -  Environment -  Arts and culture -  Geospatial -  Agriculture -  Health/healthcare -  Business,TRUE,Facilitating connections across multi-sectors to develop solutions using open data to solve genuine business challenges -  as well as social and environmental challenges.,TRUE,We develop proof of concept projects to demonstrate the value of open data utilisation.,TRUE,We conduct education and training activities for data producers and data consumers.,FALSE,,FALSE,
North America,Canada,High income,Open Data Institute Toronto ,Nonprofit,IT and geospatial,ODI Toronto supports the use of open data in public policy -  civic education -  and political engagement.,http://oditoronto.org/,Toronto,Ontario,2015,1 to 10,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,
Europe & Central Asia,Kosovo,Lower middle income,Open Data Kosovo,Developer group,IT and geospatial,Open Data Kosovo is the home of Kosovo's open data.,http://opendatakosovo.org/,Prishtina,,2015,1 to 10,Government operations -  Public safety -  Business -  Health/healthcare,FALSE,,TRUE,illegal dumping mapper; municipality procurement visualizer; water surface quality visualizer; election monitoring visualizer,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Indonesia,Lower middle income,Open Data Lab Jakarta (Web Foundation),Nonprofit,IT and geospatial,The Jakarta Lab works with national and local governments -  civil society groups -  journalists -  researchers -  and citizens throughout Southeast Asia. The Lab's work is organized around four key pillars: research -  incubation -  capacity-building -  and engagement.,http://labs.webfoundation.org/projects/opendatafortransparency/,Jakarta,,2014,1 to 10,Government operations,TRUE,Uses open data in various civic projects leading to increased transparency and fostering a better trust-oriented relationship between the government and the citizens -  as well as more dialogue and productive exchange between third parties (citizens - CSOs - activists and others) and the government allowing for better governance.,FALSE,,FALSE,,TRUE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Data Manchester,Developer group,Governance,Open Data Manchester is an organisation for people who are interested in realising the potential of open data to benefit citizens -  business and public bodies in Greater Manchester and beyond.,http://opendatamanchester.org.uk/,Manchester,,2015,1 to 10,Government operations,TRUE,GM Bus Times;Hampshire County Council Linked Data trial;City of Things,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Open Data Nation,Other,Business -  research and consulting,Open Data Nation works with cities -  causes -  and brands to put open data to good use. We develop strategies to help you use open data in your agency -  tell others about your data -  hire data-minded people -  and measure the benefits of open data. ,http://opendatanation.com,Washington,District of Columbia,2014,1 to 10,Education -  Health/healthcare -  Public safety -  Legal -  Weather -  Finance -  Arts and culture -  International development -  Transportation -  Demographic and social -  Government operations -  Science and research -  Consumer -  Environment -  Economic -  Agriculture -  Tourism -  Geospatial -  Business -  Energy -  Housing,TRUE,Open Data Nation introduces the benefits of open data and trains employees who use data to share - which results in a culture of transparency and an ecosystem for new collaborations.,TRUE,Open Data Nation publicizes local stories of open data being put to good use - which generates awareness - demonstrates the value of data that is already published - and improves decision making.,TRUE,Open Data Nation connects those looking to fill contract or full-time positions with local civic technologists and residents to create novel open data insights and solutions - such as web apps and data visualizations.,TRUE,Open Data Nation measures the value of open data in your community by monitoring - evaluating - and reporting about how it is being put to good use - which solidifies local commitments to open data.,FALSE,
North America,Canada,High income,Open Data Ottawa,Developer group,Governance,Open Data Ottawa is a citizen group that organizes events where people make beautiful and useful things with public data.,http://opendataottawa.tumblr.com/,Ottawa,Ontario,2015,1 to 10,Other,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,France,High income,Open Data Services,For-profit,IT and geospatial,Open Data Services helps companies use open data to build new products and services. It provides services around searching data -  storage -  data mining and dataÂ visualization.,http://opendataservices.fr/data-plus/notre-offre/diagramme-de-l-offre,Lyon,Rhone-Alpes,2015,1 to 10,,FALSE,,TRUE,uses open data to provide e-commerce service to create SMART DATA IMPACT. Also -  it optimizes the function of SEO search engine -  offers SEM service for clients to do marketing online -  as well as the SMO service to strengthen the connections on social platforms.,FALSE,,FALSE,,FALSE,
North America,Canada,High income,Open Data Society of BC,Nonprofit,Governance,We are a grassroots member driven nonprofit organization that is dedicated to supporting the open data community in British Columbia. ,https://www.opendatabc.ca/,Vancouver,British Columbia,2012,1 to 10,Government operations,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Open Data Watch,Nonprofit,Governance,Open Data Watch is a non-profit -  non-governmental organization whose goal is to monitor progress and provide information and assistance to guide implementation of open data systems,http://www.opendatawatch.com,Washington,District of Columbia,2015,11 to 50,,TRUE,Aims to encourage open data in developing countries by measuring progress over time - making the results available for planning - monitoring - and evaluation of statistical capacity programs.,FALSE,,FALSE,,FALSE,,FALSE,
North America,Canada,High income,Open Data Waterloo Region,Developer group,Governance,Open Data Waterloo Region is a community group that advocates for governments and institutions to adopt open data policies in Waterloo Region -  Ontario.,http://www.opendatawr.ca/,Waterloo,Ontario,2010,,Other,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Cambodia,Low income,Open Development Cambodia,Nonprofit,Governance,Open Development Cambodia is an online hub independently compiling freely available data in a â€˜one-stop shopâ€™ to provide the public with up-to-date -  accurate information about Cambodia and its economic and social development.,http://www.opendevelopmentcambodia.net/maps/,Phnom Penh,Phnom Penh,2015,11 to 50,Other,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,
North America,Canada,High income,Open Edmonton,Developer group,Governance,Open Edmonton is a regular meetup connecting public employees -  citizens -  and members of Edmontonâ€™s tech/data community in order to address the city and regionâ€™s pressing issues.,https://data.edmonton.ca/applications,Edmonton,Alberta,2015,1 to 10,Government operations,TRUE,Uses open data -  such as Uses 311 and elections data -  in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Open Geospatial Consortium (OGC),Nonprofit,IT and geospatial,The OGC is an international industry consortium of 480 companies -  government agencies and universities that serve as a global forum for the collaboration of developers and users of spatial data products and services -  and to advance the development of international standards for geospatial interoperability.,http://www.opengeospatial.org,Wayland,Massachusetts,1994,,Geospatial,FALSE,,TRUE,OGC runs and promotes the GeoVation program -  which uses open GIS data to address specific problems within communities.,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Health Care UK,For-profit,Healthcare,Open Health Care UK is a digital technology company providing digital services for healthcare professionals and patients.,http://www.openhealthcare.org.uk/,London,,2011,1 to 10,Health/healthcare,FALSE,,TRUE,uses open clinical data to provide a returning traveller drop-clinic at HTD -  uses the OPAL framework to build clinical facing transactional digital services for healthcare organizations -  also makes Prescribing Analytics to showcase their research into unwarranted prescribing variation,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Kenya,Lower middle income,Open Institute,Nonprofit,Business -  research and consulting,The Open Institute works on social innovation -  grassroots community organization and policy level stakeholder development to ensure that important knowledge is gathered and shared among all stakeholders and tools are built to give citizens stronger voices in governance.,http://www.openinstitute.com,Nairobi,,2012,1 to 10,Government operations,TRUE,Uses sustainable data and technology to eliminate the poorverty -  support the inclusion of citizens in the governance and development of their society -  and support and promote efforts by responsive governments -  particularly in Africa.,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Argentina,High income,Open Knowledge Argentina,Developer group,Governance,Open Knowledge Argentina is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ar.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Open Knowledge Australia,Developer group,Governance,Open Knowledge Australia is a community volunteer driven initiative which every concerned citizen should support regardless of political affiliation.,http://au.okfn.org/, , ,2011,11 to 50,,TRUE,various projects related to open data - e.g. Open Data and Digital Services - Foundations for a New Information Economy,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,Bangladesh,Lower middle income,Open Knowledge Bangladesh,Developer group,Governance,Open Knowledge Bangladesh is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://bd.okfn.org/,Dhaka,,2013,11 to 50,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Brazil,Upper middle income,Open Knowledge Brasil,Developer group,Governance,Open Knowledge Brasil is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://br.okfn.org/, , ,2013,1 to 10,Education -  Public safety -  Government operations,TRUE,various projects related to open data - e.g. data journalism -,FALSE,,FALSE,,FALSE,,FALSE,
