"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"37165","5","1022","73","0","2015","A","",7,63,3301017,1271632,28006,1005,52259,"",0.69,0.27,0.23,0.30,0.23,0.83,0.83,"",0,0.0,-25,-28.4,-964212,-22.6,-227329,-15.2,-9643,-25.6,68,7.3,3514,7.2
"37167","5","1022","73","0","2015","A","",10,81,3822395,1493441,42964,909,47287,"",0.46,0.22,0.18,0.21,0.25,0.81,0.81,"",0,0.0,-3,-3.6,-75816,-1.9,-79614,-5.1,-5904,-12.1,15,1.7,787,1.7
"37169","3","1022","73","0","2015","A","",3,16,286942,0,0,336,17479,"",8.07,2.46,2.53,0.00,0.00,1.00,1.00,"",0,0.0,-1,-5.9,-15581,-5.2,-139894,-100.0,-1399,-100.0,-11,-3.2,-582,-3.2
"37169","5","1022","73","0","2015","A","N",3,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,"N",-2,-40.0,0,0,0,0,0,0,0,0,0,0,0,0
"37171","3","1022","73","0","2015","A","",5,29,671367,0,0,444,23084,"",5.12,1.10,1.34,0.00,0.00,1.21,1.21,"",0,0.0,-1,-3.3,14136,2.2,-305839,-100.0,-3059,-100.0,22,5.2,1115,5.1
"37171","5","1022","73","0","2015","A","",21,205,8408211,3574204,66199,789,41032,"",0.72,0.37,0.26,0.31,0.23,0.70,0.70,"",-1,-4.5,-16,-7.2,-89813,-1.1,-148680,-4.0,-10870,-14.1,50,6.8,2623,6.8
"37173","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37173","5","1022","73","0","2015","A","",6,35,879232,493117,7812,482,25061,"",0.88,0.18,0.08,0.25,0.12,0.41,0.41,"",1,20.0,18,105.9,311430,54.8,222003,81.9,4982,176.0,-180,-27.2,-9351,-27.2
"37175","5","1022","73","0","2015","A","",10,136,5906127,2671173,19414,838,43561,"",0.71,0.81,0.61,0.81,0.27,0.75,0.75,"",-1,-9.1,-8,-5.6,-57343,-1.0,-99953,-3.6,-748,-3.7,39,4.9,2028,4.9
"37177","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",19.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37177","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37179","5","1022","73","0","2015","A","",67,325,15589073,5715175,128517,924,48040,"",0.83,0.28,0.18,0.21,0.19,0.66,0.66,"",11,19.6,29,9.8,1977820,14.5,666366,13.2,14771,13.0,38,4.3,1991,4.3
"37181","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.17,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37181","5","1022","73","0","2015","A","",14,130,6342911,2275683,62085,941,48917,"",1.03,0.44,0.36,0.37,0.45,0.83,0.83,"",0,0.0,7,5.7,757645,13.6,178197,8.5,-993,-1.6,65,7.4,3385,7.4
"37183","5","1022","73","0","2015","A","",777,19481,1743289229,452335646,9721056,1721,89487,"",1.53,1.93,1.82,1.88,1.66,0.94,0.94,"",53,7.3,1058,5.7,135613193,8.4,41925489,10.2,139404,1.5,43,2.6,2223,2.5
"37185","5","1022","73","0","2015","A","",3,13,483171,247013,7666,697,36238,"",0.60,0.19,0.13,0.26,0.39,0.67,0.67,"",-1,-25.0,-2,-13.3,-55372,-10.3,-31020,-11.2,-1035,-11.9,-17,-2.4,-903,-2.4
"37187","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"37189","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",2.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37189","5","1022","73","0","2015","A","",25,212,7473874,3845559,55386,679,35324,"",0.93,0.48,0.28,0.56,0.37,0.58,0.58,"",3,13.6,14,7.1,591270,8.6,287932,8.1,-10823,-16.3,12,1.8,636,1.8
"37191","1","1022","73","0","2015","A","",1,5,181720,0,0,749,38940,"",32.57,2.48,1.84,0.00,0.00,0.79,0.79,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"37191","5","1022","73","0","2015","A","",19,435,15210582,6603557,145995,673,34974,"",0.52,0.52,0.29,0.40,0.41,0.55,0.56,"",-6,-24.0,-75,-14.7,-2142502,-12.3,-808921,-10.9,-40880,-21.9,18,2.7,932,2.7
"37193","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",2.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37193","5","1022","73","0","2015","A","",17,191,9319990,3769120,38659,939,48838,"",0.84,0.46,0.36,0.47,0.21,0.80,0.80,"",2,13.3,23,13.7,989084,11.9,475081,14.4,1377,3.7,-16,-1.7,-800,-1.6
"37195","5","1022","73","0","2015","A","",22,759,49613625,15203339,260678,1258,65396,"",0.73,1.04,0.94,0.94,0.67,0.90,0.90,"",4,22.2,35,4.8,263072,0.5,662448,4.6,-15022,-5.4,-53,-4.0,-2791,-4.1
"37197","3","1022","73","0","2015","A","",4,14,241962,0,0,340,17705,"",11.07,1.54,1.43,0.00,0.00,0.95,0.95,"",0,0.0,-1,-6.7,-27221,-10.1,-122986,-100.0,-1230,-100.0,-3,-0.9,-141,-0.8
"37197","5","1022","73","0","2015","A","",12,188,10416276,3998874,70867,1067,55504,"",1.12,0.98,0.94,0.96,0.61,0.96,0.97,"",1,9.1,2,1.1,-258014,-2.4,-15435,-0.4,-11217,-13.7,-36,-3.3,-1859,-3.2
"37199","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",10.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37199","5","1022","73","0","2015","A","",8,49,1999497,928566,11696,793,41227,"",1.44,0.68,0.53,0.71,0.29,0.79,0.79,"",1,14.3,1,2.1,193975,10.7,70986,8.3,-116,-1.0,62,8.5,3216,8.5
"37999","5","1022","73","0","2015","A","",800,3667,343960877,97588554,2630558,1804,93805,"",2.68,1.89,1.25,1.39,1.28,0.66,0.66,"",67,9.1,838,29.6,77072366,28.9,24225981,33.0,768191,41.2,-10,-0.6,-521,-0.6
"38000","1","1022","53","0","2015","A","",2,13,272980,0,0,409,21271,"",4.67,0.63,0.19,0.00,0.00,0.30,0.30,"",0,0.0,3,30.0,78740,40.5,0,0.0,0,0.0,42,11.4,2165,11.3
"38000","2","1022","53","0","2015","A","N",1,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38000","3","1022","53","0","2015","A","",29,173,4672880,1655194,15969,520,27024,"",1.68,0.42,0.39,1.11,3.57,0.92,0.92,"",-3,-9.4,-15,-8.0,-59358,-1.3,-159990,-8.8,-25192,-61.2,36,7.4,1875,7.5
"38000","5","1022","53","0","2015","A","",384,6605,395566858,201047742,692394,1152,59885,"",0.75,0.77,0.50,0.71,0.24,0.66,0.66,"",-11,-2.8,-227,-3.3,-3446377,-0.9,1593665,0.8,-609347,-46.8,29,2.6,1481,2.5
"38001","5","1022","73","0","2015","A","",3,17,138998,136507,369,158,8217,"",1.54,0.90,0.10,0.31,0.17,0.12,0.12,"",-1,-25.0,-3,-15.0,-39549,-22.2,-37364,-21.5,-542,-59.5,-14,-8.1,-748,-8.3
"38003","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",4.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38003","5","1022","73","0","2015","A","",7,60,2702846,1625403,2622,870,45236,"",0.98,0.63,0.41,0.67,0.11,0.67,0.67,"",-1,-12.5,-1,-1.6,164229,6.5,105849,7.0,-1332,-33.7,64,7.9,3333,8.0
"38005","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",12.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38005","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"38009","5","1022","73","0","2015","A","",3,10,371837,256665,1730,753,39141,"",0.56,0.19,0.09,0.18,0.14,0.52,0.52,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38011","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38011","5","1022","73","0","2015","A","",3,20,252837,223686,2592,249,12966,"",0.92,0.58,0.09,0.22,0.32,0.16,0.16,"",0,0.0,-1,-4.8,24804,10.9,19714,9.7,994,62.2,41,19.7,2150,19.9
"38013","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38015","2","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",8.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38015","5","1022","73","0","2015","A","",40,747,34538144,21963347,88738,889,46210,"",0.69,0.65,0.34,0.70,0.31,0.52,0.52,"",-7,-14.9,-23,-3.0,-117397,-0.3,-517185,-2.3,-31912,-26.5,23,2.7,1178,2.6
"38017","3","1022","73","0","2015","A","",3,59,2692005,720031,721,873,45371,"",0.81,0.55,0.90,1.94,0.84,1.64,1.64,"",0,0.0,-1,-1.7,166465,6.6,52863,7.9,-346,-32.4,69,8.6,3569,8.5
"38017","5","1022","73","0","2015","A","",105,3006,220473022,97893386,367865,1410,73342,"",0.96,1.32,1.13,1.40,0.65,0.86,0.86,"",-4,-3.7,-107,-3.4,-5693444,-2.5,1119403,1.2,-318206,-46.4,13,0.9,678,0.9
"38019","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38019","5","1022","73","0","2015","A","",4,78,4457040,2359919,3116,1100,57203,"",1.32,2.73,2.10,3.09,0.25,0.77,0.77,"",0,0.0,0,0.0,26585,0.6,43612,1.9,-1224,-28.2,7,0.6,342,0.6
"38021","5","1022","73","0","2015","A","N",5,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"38023","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38025","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38027","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38029","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",11.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38029","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38031","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38033","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38035","1","1022","73","0","2015","A","",1,5,123147,0,0,482,25047,"",34.29,2.57,1.05,0.00,0.00,0.42,0.42,"",0,0.0,1,25.0,23747,23.9,0,0.0,0,0.0,41,9.3,2109,9.2
"38035","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38035","5","1022","73","0","2015","A","",26,400,18795503,11036816,43448,903,46940,"",0.74,0.49,0.30,0.57,0.22,0.61,0.61,"",0,0.0,-3,-0.7,761273,4.2,337016,3.1,-37473,-46.3,43,5.0,2236,5.0
"38037","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38039","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",14.98,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38039","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38041","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38043","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",18.03,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38043","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38045","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",8.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38045","5","1022","73","0","2015","A","",4,34,1529285,905543,907,871,45312,"",1.15,1.22,0.80,1.30,0.21,0.66,0.66,"",0,0.0,4,13.3,309074,25.3,58545,6.9,-39282,-97.7,84,10.7,4411,10.8
"38047","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38049","5","1022","73","0","2015","A","",4,9,272202,177431,626,616,32024,"",1.33,0.36,0.15,0.25,0.10,0.43,0.43,"",-1,-20.0,-1,-10.0,-59388,-17.9,-30433,-14.6,-449,-41.8,-44,-6.7,-2278,-6.6
"38051","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",12.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38051","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38053","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38053","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38055","3","1022","73","0","2015","A","",4,15,199578,0,0,253,13159,"",19.97,4.54,2.03,0.00,0.00,0.44,0.44,"",-2,-33.3,1,7.1,48058,31.7,0,0.0,0,0.0,44,21.1,2271,20.9
"38055","5","1022","73","0","2015","A","N",4,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"38057","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",5.79,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"38057","5","1022","73","0","2015","A","",5,90,5766380,3032006,22603,1233,64130,"",0.97,0.88,0.47,0.71,0.24,0.53,0.53,"",0,0.0,-9,-9.1,238943,4.3,207468,7.3,8296,58.0,159,14.8,8297,14.9
"38059","5","1022","73","0","2015","A","",11,143,5659208,4296981,27073,759,39483,"",0.68,0.65,0.32,0.66,0.53,0.49,0.49,"",0,0.0,-15,-9.5,-459086,-7.5,-271426,-5.9,-128791,-82.6,14,1.9,739,1.9
"38061","5","1022","73","0","2015","A","N",6,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38063","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",21.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38063","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"38067","5","1022","73","0","2015","A","",3,9,181406,138766,462,395,20537,"",0.45,0.12,0.03,0.06,0.01,0.26,0.26,"",0,0.0,-2,-18.2,4362,2.5,6347,4.8,250,117.9,97,32.6,5029,32.4
"38069","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",9.98,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38069","5","1022","73","0","2015","A","",5,17,543220,408695,864,627,32593,"",1.68,0.50,0.23,0.51,0.19,0.47,0.47,"",0,0.0,-1,-5.6,-3404,-0.6,28368,7.5,15,1.8,29,4.8,1505,4.8
"38071","5","1022","73","0","2015","A","",7,144,7191005,4140722,11356,960,49909,"",0.84,1.27,0.92,1.53,0.48,0.73,0.73,"",0,0.0,-2,-1.4,113184,1.6,205326,5.2,1586,16.2,25,2.7,1292,2.7
"38073","5","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38075","5","1022","73","0","2015","A","",4,3,163074,86060,322,941,48922,"",1.75,0.19,0.13,0.20,0.14,0.61,0.61,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"38077","5","1022","73","0","2015","A","",4,53,2480724,1609349,2980,896,46586,"",0.40,0.34,0.22,0.35,0.07,0.65,0.65,"",-1,-20.0,-2,-3.6,74197,3.1,54679,3.5,-589,-16.5,55,6.5,2831,6.5
"38079","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",13.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38079","5","1022","73","0","2015","A","",3,22,281076,280043,285,244,12680,"",0.70,0.24,0.05,0.14,0.01,0.19,0.19,"",-1,-25.0,-4,-15.4,-214364,-43.3,-111012,-28.4,-1813,-86.4,-122,-33.3,-6375,-33.5
"38081","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",10.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38081","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38083","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38085","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",28.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38089","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38089","5","1022","73","0","2015","A","",14,241,13846471,7493363,11609,1103,57375,"",0.56,0.55,0.28,0.40,0.07,0.51,0.51,"",-2,-12.5,-24,-9.1,-561764,-3.9,-488242,-6.1,-20374,-63.7,58,5.6,3021,5.6
"38091","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38093","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",2.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38093","5","1022","73","0","2015","A","",10,146,4715389,3012888,3357,622,32334,"",0.72,0.65,0.28,0.52,0.05,0.44,0.44,"",1,11.1,4,2.8,243426,5.4,187098,6.6,-7568,-69.3,16,2.6,841,2.7
"38095","5","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38097","5","1022","73","0","2015","A","",5,19,479304,424577,1066,481,25007,"",0.85,0.29,0.10,0.25,0.02,0.35,0.35,"",0,0.0,0,0.0,-11845,-2.4,957,0.2,242,29.4,-8,-1.6,-397,-1.6
"38099","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"38099","5","1022","73","0","2015","A","",9,112,5520316,3311600,4691,947,49252,"",1.06,1.10,0.81,1.24,0.14,0.73,0.73,"",0,0.0,-5,-4.3,-7881,-0.1,83176,2.6,-4477,-48.8,40,4.4,2070,4.4
"38101","1","1022","73","0","2015","A","",1,8,149833,0,0,364,18926,"",29.30,4.81,1.33,0.00,0.00,0.28,0.28,"",0,0.0,2,33.3,54993,58.0,0,0.0,0,0.0,51,16.3,2668,16.4
"38101","5","1022","73","0","2015","A","",23,492,25404780,14535962,31384,994,51679,"",0.56,0.71,0.42,0.68,0.13,0.60,0.60,"",-1,-4.2,-28,-5.4,-661808,-2.5,-608825,-4.0,-4517,-12.6,30,3.1,1559,3.1
"38103","5","1022","73","0","2015","A","",4,20,453227,356703,357,432,22474,"",1.10,0.63,0.24,0.49,0.04,0.38,0.38,"",0,0.0,-1,-4.8,46780,11.5,33291,10.3,-226,-38.8,67,18.4,3496,18.4
"38105","5","1022","73","0","2015","A","",17,185,10163100,5675614,19718,1054,54812,"",0.44,0.26,0.10,0.15,0.05,0.39,0.39,"",0,0.0,-12,-6.1,8820,0.1,-95395,-1.7,1434,7.8,63,6.4,3289,6.4
"38999","5","1022","73","0","2015","A","N",14,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,"N",3,27.3,0,0,0,0,0,0,0,0,0,0,0,0
"39000","2","1022","53","0","2015","A","N",2,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39000","3","1022","53","0","2015","A","",311,12906,376495607,2380785,17158,561,29172,"",1.99,2.63,2.80,0.38,0.34,1.06,1.06,"",1,0.3,80,0.6,8811450,2.4,53141,2.3,-2148,-11.1,10,1.8,504,1.8
"39000","5","1022","53","0","2015","A","",4205,71605,4644401890,716104186,19402714,1247,64862,"",0.90,0.69,0.53,0.61,0.58,0.77,0.77,"",-91,-2.1,-983,-1.4,86859242,1.9,-6372809,-0.9,-2228326,-10.3,40,3.3,2076,3.3
"39001","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39001","5","1022","73","0","2015","A","",11,37,2229571,378827,8600,1167,60669,"",1.27,0.32,0.30,0.33,0.29,0.95,0.94,"",2,22.2,3,8.8,312249,16.3,55205,17.1,-1603,-15.7,77,7.1,3999,7.1
"39003","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39003","5","1022","73","0","2015","A","",35,611,23145217,6008538,155092,728,37871,"",0.89,0.62,0.32,0.57,0.53,0.51,0.51,"",2,6.1,18,3.0,688307,3.1,286593,5.0,31230,25.2,0,0.0,17,0.0
"39005","3","1022","73","0","2015","A","N",3,0,0,0,0,0,0,"N",4.98,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39005","5","1022","73","0","2015","A","",15,162,11898508,1693682,22051,1414,73523,"",0.84,0.45,0.50,0.46,0.23,1.11,1.11,"",2,15.4,17,11.7,3718169,45.5,261241,18.2,2154,10.8,332,30.7,17269,30.7
"39007","3","1022","73","0","2015","A","",7,90,1950933,96274,289,418,21758,"",6.35,3.20,3.36,2.85,1.02,1.05,1.05,"",0,0.0,6,7.1,162629,9.1,10078,11.7,31,12.0,9,2.2,511,2.4
"39007","5","1022","73","0","2015","A","N",21,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39009","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",3.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39009","5","1022","73","0","2015","A","",17,306,12267033,3319741,108282,772,40143,"",0.90,0.75,0.42,1.10,1.56,0.56,0.56,"",-4,-19.0,-40,-11.6,-1071831,-8.0,-491203,-12.9,-12962,-10.7,31,4.2,1601,4.2
"39011","3","1022","73","0","2015","A","N",2,0,0,0,0,0,0,"N",3.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39011","5","1022","73","0","2015","A","",11,205,8104173,1909546,20998,759,39452,"",0.65,0.50,0.27,0.42,0.21,0.54,0.54,"",2,22.2,-3,-1.4,243171,3.1,-19434,-1.0,2582,14.0,33,4.5,1704,4.5
"39013","3","1022","73","0","2015","A","",4,75,1365954,0,0,351,18233,"",4.65,3.40,2.71,0.00,0.00,0.80,0.80,"",0,0.0,-1,-1.3,60763,4.7,0,0.0,0,0.0,21,6.4,1078,6.3
"39013","5","1022","73","0","2015","A","",10,313,12482657,3694026,33984,766,39828,"",0.39,0.67,0.38,0.70,0.25,0.56,0.56,"",-3,-23.1,-8,-2.5,742455,6.3,621366,20.2,-2849,-7.7,62,8.8,3235,8.8
"39015","3","1022","73","0","2015","A","",5,56,841443,0,0,288,14959,"",14.53,7.58,5.70,0.00,0.00,0.75,0.75,"",0,0.0,0,0.0,8374,1.0,0,0.0,0,0.0,4,1.4,171,1.2
"39015","5","1022","73","0","2015","A","",7,24,1463120,254317,8574,1181,61390,"",0.69,0.15,0.15,0.17,0.20,1.00,1.00,"",1,16.7,0,0.0,49009,3.5,-7767,-3.0,-2184,-20.3,56,5.0,2875,4.9
"39017","3","1022","73","0","2015","A","",5,251,6290047,9000,243,482,25043,"",1.23,1.85,1.73,0.05,0.16,0.93,0.93,"",1,25.0,2,0.8,341794,5.7,9000,100.0,243,100.0,22,4.8,1146,4.8
"39017","5","1022","73","0","2015","A","",79,787,46254073,8028272,291328,1130,58754,"",0.65,0.27,0.19,0.23,0.29,0.71,0.71,"",1,1.3,-35,-4.3,522387,1.1,1058327,15.2,30855,11.8,59,5.5,3085,5.5
"39019","3","1022","73","0","2015","A","N",1,0,0,0,0,0,0,"N",3.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
